name,source,truth_type,cluster,pdb,chain,n_active,n_true,n_components,same_component,unreachable,min_euclid,median_euclid,min_hop,median_hop,n_true_unreachable,is_distal
CB_2XDO,cryptobench,drug_contact,Q93L51,2XDO,A,32,23,1,True,False,0.0,9.460290376093116,0.0,2.0,0,False
CB_2XE6,cryptobench,drug_contact,P00558,2XE6,A,11,25,1,True,False,7.033093416129208,20.591815995681387,1.0,4.0,0,False
CB_2XQ0,cryptobench,drug_contact,Q10740,2XQ0,A,15,10,1,True,False,9.268837359669226,15.624567384463326,2.0,3.0,0,False
CB_2XSA,cryptobench,drug_contact,Q2CEE3,2XSA,A,10,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2XTP,cryptobench,drug_contact,Q9UG22,2XTP,A,14,20,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2YD5,cryptobench,drug_contact,P10586,2YD5,A,10,6,1,True,False,0.0,1.913901839175666,0.0,0.5,0,False
CB_2YJR,cryptobench,drug_contact,Q9UM73,2YJR,A,7,22,1,True,False,0.0,5.214632375353753,0.0,1.0,0,False
CB_2YWB,cryptobench,drug_contact,Q5SI28,2YWB,A,10,12,1,True,False,6.525210571314922,14.47286367278264,1.0,2.5,0,False
CB_2YYG,cryptobench,drug_contact,Q5SJP8,2YYG,A,19,20,1,True,False,0.0,1.897231140372727,0.0,0.5,0,False
CB_2YZG,cryptobench,drug_contact,Q5SHZ3,2YZG,C,55,8,1,True,False,0.0,4.833356129583915,0.0,1.0,0,False
CB_2ZCG,cryptobench,drug_contact,Q8T6J6,2ZCG,A,11,13,1,True,False,0.0,3.7772775910700562,0.0,1.0,0,False
CB_2ZCO,cryptobench,drug_contact,A9JQL9,2ZCO,A,13,9,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2ZJ7,cryptobench,drug_contact,Q9RBY1,2ZJ7,A,67,8,1,True,False,13.01370746559181,20.007978316365964,3.0,4.0,0,True
CB_2ZSU,cryptobench,drug_contact,O57950,2ZSU,B,11,22,1,True,False,0.0,3.8092825096673604,0.0,1.0,0,False
CB_3A0X,cryptobench,drug_contact,Q9X180,3A0X,A,8,21,1,True,False,0.0,3.802549276472296,0.0,1.0,0,False
CB_3A7G,cryptobench,drug_contact,Q9Y6E0,3A7G,A,1,16,1,True,False,4.459457366092872,10.539160341014153,1.0,2.0,0,False
CB_3AAR,cryptobench,drug_contact,Q5ZUA2,3AAR,A,18,8,1,True,False,13.570991304985796,21.245503629144608,3.0,5.0,0,True
CB_3ASY,cryptobench,drug_contact,Q5SKR5,3ASY,A,8,17,1,True,False,0.0,10.338810231356415,0.0,2.0,0,False
CB_3B1O,cryptobench,drug_contact,Q2SZE4,3B1O,A,20,19,1,True,False,0.0,3.7772562793646935,0.0,1.0,0,False
CB_3B7W,cryptobench,drug_contact,Q08AH3,3B7W,A,13,24,1,True,False,6.4111077046014415,11.37763536026417,1.0,2.0,0,False
CB_3BGL,cryptobench,drug_contact,P04035,3BGL,A,10,8,1,True,False,19.86133384241854,28.46323026177597,5.0,5.5,0,True
CB_3BIF,cryptobench,drug_contact,P25114,3BIF,A,12,22,1,True,False,21.126795828994034,30.206402831766958,4.0,6.0,0,True
CB_3BJP,cryptobench,drug_contact,Q00511,3BJP,A,8,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3BL7,cryptobench,drug_contact,Q96C86,3BL7,B,16,27,1,True,False,0.0,5.126564249085347,0.0,1.0,0,False
CB_3BN9,cryptobench,drug_contact,Q9Y5Y6,3BN9,A,3,9,1,True,False,4.8217028112483264,8.409087703193494,1.0,2.0,0,False
CB_3BRK,cryptobench,drug_contact,P39669,3BRK,X,5,8,1,True,False,26.062271389884646,37.317335831068334,5.0,7.0,0,True
CB_3BV9,cryptobench,drug_contact,P00734,3BV9,B,3,20,1,True,False,0.0,10.803596681592463,0.0,2.0,0,False
CB_3CBJ,cryptobench,drug_contact,P07858,3CBJ,A,3,18,1,True,False,0.0,7.105734025906457,0.0,1.0,0,False
CB_3CHF,cryptobench,drug_contact,Q873X9,3CHF,B,15,18,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3CJ1,cryptobench,drug_contact,O35795,3CJ1,A,13,19,1,True,False,0.0,3.853596891217344,0.0,1.0,0,False
CB_3D0R,cryptobench,drug_contact,Q8KND7,3D0R,B,7,27,1,True,False,0.0,10.002844095556023,0.0,2.0,0,False
CB_3DFA,cryptobench,drug_contact,A3FQ16,3DFA,A,9,18,1,True,False,0.0,4.994499222625893,0.0,1.0,0,False
CB_3DFJ,cryptobench,drug_contact,Q16651,3DFJ,A,3,18,1,True,False,0.0,7.605400325035644,0.0,1.0,0,False
CB_3DPC,cryptobench,drug_contact,P00634,3DPC,B,10,11,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3F0F,cryptobench,drug_contact,Q3JRA0,3F0F,B,3,9,1,True,False,8.501449641090627,12.827012863484622,2.0,2.0,0,False
CB_3F4K,cryptobench,drug_contact,Q8A3I2,3F4K,A,5,19,1,True,False,0.0,4.93573267104287,0.0,1.0,0,False
CB_3F99,cryptobench,drug_contact,P15273,3F99,A,1,14,1,True,False,0.0,8.703467248631517,0.0,1.5,0,False
CB_3FIX,cryptobench,drug_contact,Q9HL57,3FIX,B,13,23,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3FUT,cryptobench,drug_contact,Q5SM60,3FUT,A,6,20,1,True,False,0.0,3.80094264849508,0.0,1.0,0,False
CB_3FZO,cryptobench,drug_contact,Q14289,3FZO,A,18,20,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3G8A,cryptobench,drug_contact,Q9LCY2,3G8A,A,18,4,1,True,False,6.518399343397118,10.860365776547248,1.0,2.0,0,False
CB_3GAR,cryptobench,drug_contact,P08179,3GAR,A,6,21,1,True,False,3.7914691084063854,13.258731387278335,1.0,3.0,0,False
CB_3GDG,cryptobench,drug_contact,P0C0Y5,3GDG,B,7,29,1,True,False,0.0,6.081355605455086,0.0,1.0,0,False
CB_3GDR,cryptobench,drug_contact,P03962,3GDR,A,16,19,1,True,False,0.0,5.299971886717895,0.0,1.0,0,False
CB_3GL0,cryptobench,drug_contact,Q5S3I3,3GL0,C,10,12,1,True,False,32.718156992715834,41.23813626856381,6.0,7.5,0,True
CB_3H11,cryptobench,drug_contact,Q14790,3H11,B,2,16,1,True,False,0.0,9.130880016674755,0.0,2.0,0,False
CB_3H8A,cryptobench,drug_contact,P0A6P9,3H8A,B,13,18,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3HI6,cryptobench,drug_contact,P20701,3HI6,A,5,21,1,True,False,8.564575062430125,16.818278270976492,2.0,3.0,0,False
CB_3I8S,cryptobench,drug_contact,P33650,3I8S,B,24,16,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3IDH,cryptobench,drug_contact,P35557,3IDH,A,15,14,1,True,False,8.669977508621345,12.884431694193907,2.0,3.0,0,False
CB_3IEC,cryptobench,drug_contact,Q7KZI7,3IEC,B,9,20,1,True,False,0.0,9.804248216692514,0.0,2.0,0,False
CB_3ITY,cryptobench,drug_contact,Q75WH8,3ITY,C,8,13,1,True,False,0.0,4.692437000109853,0.0,1.0,0,False
CB_3IUN,cryptobench,drug_contact,Q9X6R4,3IUN,A,1,10,1,True,False,0.0,8.618797009803261,0.0,2.0,0,False
CB_3KJE,cryptobench,drug_contact,Q3ACS5,3KJE,A,14,18,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3KJR,cryptobench,drug_contact,A7ASX7,3KJR,A,30,15,1,True,False,32.48430447154441,39.71441488930687,6.0,7.0,0,True
CB_3LCK,cryptobench,drug_contact,P06239,3LCK,A,11,25,1,True,False,0.0,10.14909143716816,0.0,2.0,0,False
CB_3MWK,cryptobench,drug_contact,Q72GF3,3MWK,A,6,27,1,True,False,0.0,9.869309043697033,0.0,2.0,0,False
CB_3N2W,cryptobench,drug_contact,Q52VH2,3N2W,B,3,9,1,True,False,9.405855782436813,19.135065116168278,2.0,4.0,0,False
CB_3NAG,cryptobench,drug_contact,Q97CA5,3NAG,B,17,7,1,True,False,0.0,6.355112744869283,0.0,1.0,0,False
CB_3NAQ,cryptobench,drug_contact,Q9S7E4,3NAQ,A,16,32,1,True,False,0.0,3.772187357857253,0.0,1.0,0,False
CB_3NAX,cryptobench,drug_contact,O15530,3NAX,A,28,14,1,True,False,3.819842012439782,8.659875839354173,1.0,2.0,0,False
CB_3NSH,cryptobench,drug_contact,P56817,3NSH,B,23,10,1,True,False,5.411204209785477,11.012762977821145,1.0,2.0,0,False
CB_3OFJ,cryptobench,drug_contact,Q9AQ22,3OFJ,A,6,21,1,True,False,0.0,5.374877300925112,0.0,1.0,0,False
CB_3OIC,cryptobench,drug_contact,P71079,3OIC,D,15,34,1,True,False,0.0,3.770667823946418,0.0,1.0,0,False
CB_3OY6,cryptobench,drug_contact,P00749,3OY6,U,3,19,1,True,False,0.0,8.212485799074482,0.0,2.0,0,False
CB_3P08,cryptobench,drug_contact,Q06187,3P08,B,16,19,1,True,False,0.0,5.038131201149885,0.0,1.0,0,False
CB_3P3I,cryptobench,drug_contact,Q1EMV2,3P3I,A,5,10,1,True,False,12.45114079110826,18.128124104964172,2.0,3.5,0,True
CB_3P6E,cryptobench,drug_contact,P15090,3P6E,A,13,20,1,True,False,0.0,5.810661936698253,0.0,1.0,0,False
CB_3PBF,cryptobench,drug_contact,P08427,3PBF,A,6,24,1,True,False,0.0,11.26393227902222,0.0,2.0,0,False
CB_3PHZ,cryptobench,drug_contact,Q75WT9,3PHZ,A,10,11,1,True,False,0.0,7.414613543536848,0.0,1.0,0,False
CB_3PKQ,cryptobench,drug_contact,P26393,3PKQ,B,4,34,1,True,False,0.0,13.205177081993508,0.0,3.0,0,False
CB_3PSG,cryptobench,drug_contact,P00791,3PSG,A,2,21,1,True,False,0.0,8.490576305528382,0.0,2.0,0,False
CB_3Q6U,cryptobench,drug_contact,P08581,3Q6U,A,11,23,1,True,False,0.0,10.084080027449208,0.0,2.0,0,False
CB_3QAS,cryptobench,drug_contact,P60472,3QAS,A,20,8,1,True,False,7.194611942280139,11.365317119451333,1.0,2.0,0,False
CB_3QWA,cryptobench,drug_contact,P38230,3QWA,B,12,32,1,True,False,0.0,3.8180200462270477,0.0,1.0,0,False
CB_3QWD,cryptobench,drug_contact,Q2G036,3QWD,J,2,17,1,True,False,0.0,9.103838750768817,0.0,2.0,0,False
CB_3RMY,cryptobench,drug_contact,P19321,3RMY,D,4,8,1,True,False,0.0,1.9113213361441903,0.0,0.5,0,False
CB_3RPP,cryptobench,drug_contact,Q9Y2Q3,3RPP,B,7,20,1,True,False,0.0,5.234999967532494,0.0,1.0,0,False
CB_3RWO,cryptobench,drug_contact,P51996,3RWO,B,21,30,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3RWV,cryptobench,drug_contact,Q9NZD2,3RWV,A,10,18,1,True,False,0.0,10.001120872905098,0.0,2.0,0,False
CB_3SR3,cryptobench,drug_contact,A0A6L8PEJ7,3SR3,A,6,11,1,True,False,0.0,3.789289247339136,0.0,1.0,0,False
CB_3TPE,cryptobench,drug_contact,P23874,3TPE,A,9,25,1,True,False,0.0,6.692171097633414,0.0,1.0,0,False
CB_3U49,cryptobench,drug_contact,P39644,3U49,A,18,30,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3U6K,cryptobench,drug_contact,P0CE47,3U6K,A,16,8,1,True,False,26.314757589611194,27.372839563045382,5.0,5.5,0,True
CB_3UGK,cryptobench,drug_contact,P38998,3UGK,A,20,26,1,True,False,0.0,1.9093487109483172,0.0,0.5,0,False
CB_3UYI,cryptobench,drug_contact,Q3L181,3UYI,A,12,18,1,True,False,0.0,8.041888075658418,0.0,1.5,0,False
CB_3VC7,cryptobench,drug_contact,Q92N93,3VC7,B,16,29,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3VE9,cryptobench,drug_contact,A4YI54,3VE9,A,8,18,1,True,False,0.0,3.803846236963018,0.0,1.0,0,False
CB_3VGM,cryptobench,drug_contact,B1VZT1,3VGM,A,5,19,1,True,False,9.019942183850183,15.253796216024389,2.0,3.0,0,False
CB_3VIA,cryptobench,drug_contact,Q96CS7,3VIA,B,1,9,1,True,False,0.0,9.649731654300028,0.0,2.0,0,False
CB_3VJB,cryptobench,drug_contact,P37268,3VJB,D,8,23,1,True,False,3.7955797976066865,11.997738495233179,1.0,3.0,0,False
CB_3VQ9,cryptobench,drug_contact,Q72498,3VQ9,C,2,10,1,True,False,14.263342560564126,20.593313831156532,3.0,4.0,0,True
CB_3W59,cryptobench,drug_contact,P09382,3W59,D,11,14,1,True,False,0.0,2.1058094049557288,0.0,0.5,0,False
CB_3W90,cryptobench,drug_contact,Q5SL35,3W90,A,9,18,1,True,False,0.0,8.964960178205729,0.0,2.0,0,False
CB_3WB9,cryptobench,drug_contact,Q67PI3,3WB9,C,26,28,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_3WMG,cryptobench,drug_contact,M1VAN7,3WMG,A,23,14,1,True,False,0.0,1.898688099715169,0.0,0.5,0,False
CB_3ZO8,cryptobench,drug_contact,P19080,3ZO8,A,8,7,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4A6P,cryptobench,drug_contact,O74036,4A6P,A,7,14,1,True,False,11.39765989139876,15.954093693200363,2.0,3.0,0,False
CB_4AAL,cryptobench,drug_contact,Q74FY6,4AAL,A,59,18,1,True,False,3.7423155933191943,6.934947398721452,1.0,1.0,0,False
CB_4AMV,cryptobench,drug_contact,P17169,4AMV,B,19,15,1,True,False,5.6401066479278565,12.028778990404643,1.0,3.0,0,False
CB_4BA4,cryptobench,drug_contact,Q7NWG4,4BA4,A,3,18,1,True,False,0.0,7.790181406495181,0.0,1.5,0,False
CB_4BG8,cryptobench,drug_contact,Q8TX37,4BG8,A,6,16,1,True,False,6.7346883372580795,13.680045949433902,1.0,2.5,0,False
CB_4BRR,cryptobench,drug_contact,P0ABN1,4BRR,E,20,12,1,True,False,0.0,5.833399047201455,0.0,1.0,0,False
CB_4BY5,cryptobench,drug_contact,Q9VWX8,4BY5,B,18,13,1,True,False,3.756123799876676,12.479984054476992,1.0,2.0,0,False
CB_4C6B,cryptobench,drug_contact,P27708,4C6B,A,13,14,2,True,False,0.0,0.0,0.0,0.0,0,False
CB_4CON,cryptobench,drug_contact,Q9WYL6,4CON,B,9,7,1,True,False,21.924943375069407,29.629812048003274,5.0,6.0,0,True
CB_4D1N,cryptobench,drug_contact,P29475,4D1N,A,21,18,1,True,False,0.0,1.8742621881689905,0.0,0.5,0,False
CB_4D2O,cryptobench,drug_contact,A2RP81,4D2O,B,1,14,1,True,False,8.984997774067615,15.642012940084133,2.0,3.0,0,False
CB_4D8L,cryptobench,drug_contact,O87170,4D8L,A,11,17,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4DNC,cryptobench,drug_contact,Q9H7Z6,4DNC,B,4,22,1,True,False,17.180236581607364,23.89395970091438,3.0,5.0,0,True
CB_4E00,cryptobench,drug_contact,Q00972,4E00,A,20,23,1,True,False,8.571123030268554,18.999657207434034,2.0,4.0,0,False
CB_4EI8,cryptobench,drug_contact,Q74P24,4EI8,A,9,24,1,True,False,0.0,3.793647629070012,0.0,1.0,0,False
CB_4EIZ,cryptobench,drug_contact,P0ABQ4,4EIZ,A,26,30,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4EKF,cryptobench,drug_contact,P03252,4EKF,A,12,11,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4ESH,cryptobench,drug_contact,Q9HZN8,4ESH,A,8,14,1,True,False,0.0,1.9071746773696427,0.0,0.5,0,False
CB_4F0I,cryptobench,drug_contact,P04629,4F0I,A,11,21,1,True,False,0.0,9.459644496491402,0.0,2.0,0,False
CB_4F4I,cryptobench,drug_contact,P65248,4F4I,B,8,14,1,True,False,0.0,10.106958683886152,0.0,2.0,0,False
CB_4F5H,cryptobench,drug_contact,P00509,4F5H,B,21,8,1,True,False,0.0,7.885459908341474,0.0,1.5,0,False
CB_4F7D,cryptobench,drug_contact,Q2T230,4F7D,B,8,22,1,True,False,0.0,3.8246269378429076,0.0,1.0,0,False
CB_4FAF,cryptobench,drug_contact,Q000H7,4FAF,A,1,9,1,True,False,0.0,6.143883625199943,0.0,1.0,0,False
CB_4GF1,cryptobench,drug_contact,Q4MV79,4GF1,B,23,13,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4GI3,cryptobench,drug_contact,Q9FDF2,4GI3,A,14,9,1,True,False,9.822207389380456,13.098920069990502,2.0,2.0,0,False
CB_4GOJ,cryptobench,drug_contact,Q13432,4GOJ,C,1,21,1,True,False,0.0,13.65958202142364,0.0,4.0,0,False
CB_4GV9,cryptobench,drug_contact,P13699,4GV9,A,7,5,1,True,False,7.506205765897976,9.99774384548834,1.0,2.0,0,False
CB_4HC4,cryptobench,drug_contact,Q96LA8,4HC4,A,22,27,1,True,False,3.793886266086531,12.500692140837641,1.0,3.0,0,False
CB_4HON,cryptobench,drug_contact,Q6B0I6,4HON,B,12,22,1,True,False,5.924741766524513,13.186471633769997,1.0,3.0,0,False
CB_4HR7,cryptobench,drug_contact,P24182,4HR7,A,28,15,1,True,False,4.5052841197864595,12.452696936808513,1.0,2.0,0,False
CB_4HYE,cryptobench,drug_contact,Q8DNC2,4HYE,A,4,3,1,True,False,8.515106164928302,10.515402655153059,2.0,2.0,0,False
CB_4HZR,cryptobench,drug_contact,Q07912,4HZR,A,8,26,1,True,False,0.0,10.47883788065355,0.0,2.0,0,False
CB_4I36,cryptobench,drug_contact,P00512,4I36,D,34,28,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4I8Y,cryptobench,drug_contact,P45723,4I8Y,A,2,9,1,True,False,14.363509773032499,16.36269824937195,3.0,3.0,0,True
CB_4IAN,cryptobench,drug_contact,Q13523,4IAN,B,11,27,1,True,False,0.0,10.308491499729723,0.0,2.0,0,False
CB_4IWS,cryptobench,drug_contact,Q9I6N5,4IWS,A,11,29,1,True,False,0.0,3.799197415244429,0.0,1.0,0,False
CB_4JAX,cryptobench,drug_contact,P33284,4JAX,F,1,15,1,True,False,17.137646775447326,21.65299254144794,3.0,4.0,0,True
CB_4JF0,cryptobench,drug_contact,P40732,4JF0,B,22,12,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4JFR,cryptobench,drug_contact,Q8DCF5,4JFR,C,5,13,1,True,False,3.7989897341266925,11.974933193968143,1.0,2.0,0,False
CB_4JYC,cryptobench,drug_contact,C5AP93,4JYC,C,13,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4K6G,cryptobench,drug_contact,P41365,4K6G,B,3,15,1,True,False,3.8199930628209287,13.014332214908299,1.0,3.0,0,False
CB_4K86,cryptobench,drug_contact,P07814,4K86,A,4,18,1,True,False,20.524901583198883,26.781151160718018,4.0,6.0,0,True
CB_4KC0,cryptobench,drug_contact,Q3TBT3,4KC0,A,7,11,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4KMY,cryptobench,drug_contact,P14207,4KMY,A,14,20,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4KU8,cryptobench,drug_contact,Q13976,4KU8,A,8,17,1,True,False,0.0,3.772041489697589,0.0,1.0,0,False
CB_4LA5,cryptobench,drug_contact,Q9F1Y6,4LA5,A,5,20,1,True,False,0.0,7.914676505033401,0.0,1.5,0,False
CB_4LG4,cryptobench,drug_contact,Q13188,4LG4,D,11,22,1,True,False,0.0,8.844607312192661,0.0,2.0,0,False
CB_4LJP,cryptobench,drug_contact,Q96EP0,4LJP,A,20,10,1,True,False,3.815457115471224,7.107851054067402,1.0,1.5,0,False
CB_4M23,cryptobench,drug_contact,G9MBV2,4M23,B,8,12,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4M66,cryptobench,drug_contact,Q9QZL0,4M66,A,11,23,1,True,False,0.0,10.035363371597464,0.0,2.0,0,False
CB_4MOW,cryptobench,drug_contact,B4E6Z1,4MOW,A,1,35,1,True,False,8.846893579104476,22.28583319061686,2.0,5.0,0,False
CB_4MQE,cryptobench,drug_contact,Q9UBS5,4MQE,A,5,16,1,True,False,0.0,3.853643207742712,0.0,1.0,0,False
CB_4MZI,cryptobench,drug_contact,P04637,4MZI,A,5,17,1,True,False,7.707019787181035,18.71224008503525,1.0,3.0,0,False
CB_4N4A,cryptobench,drug_contact,Q8N1G2,4N4A,A,23,14,1,True,False,0.0,1.8960011207802594,0.0,0.5,0,False
CB_4NI8,cryptobench,drug_contact,Q8RJ47,4NI8,D,5,22,1,True,False,0.0,15.826543707744072,0.0,3.0,0,False
CB_4NOG,cryptobench,drug_contact,S8EY38,4NOG,A,13,7,1,True,False,9.592016315665855,14.014281965195364,2.0,3.0,0,False
CB_4NZV,cryptobench,drug_contact,Q9X1X0,4NZV,B,7,12,1,True,False,4.367540955732422,10.76780410163082,1.0,2.0,0,False
CB_4O7D,cryptobench,drug_contact,O94925,4O7D,A,12,8,1,True,False,5.586444575935576,10.14022886041602,1.0,2.0,0,False
CB_4OMG,cryptobench,drug_contact,C9K1X5,4OMG,A,4,23,1,True,False,0.0,10.481358022699155,0.0,2.0,0,False
CB_4OQO,cryptobench,drug_contact,P24627,4OQO,B,8,9,1,True,False,3.7901064628846504,6.302480940074314,1.0,1.0,0,False
CB_4OS8,cryptobench,drug_contact,P41222,4OS8,B,1,18,1,True,False,0.0,15.6633016141299,0.0,3.5,0,False
CB_4OYZ,cryptobench,drug_contact,Q96PN6,4OYZ,A,8,9,1,True,False,8.809102678479803,13.125722761052053,2.0,2.0,0,False
CB_4P32,cryptobench,drug_contact,P0A9V1,4P32,A,12,11,1,True,False,3.7907202481850355,13.733651007652696,1.0,3.0,0,False
CB_4PFS,cryptobench,drug_contact,A0QTQ5,4PFS,B,8,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4PNT,cryptobench,drug_contact,Q9H2K2,4PNT,D,4,16,1,True,False,9.8695455822444,16.637373289783415,2.0,3.0,0,False
CB_4PUN,cryptobench,drug_contact,P28720,4PUN,A,4,19,1,True,False,11.93506317536694,26.1456661992002,3.0,5.0,0,False
CB_4PWN,cryptobench,drug_contact,Q9H4A3,4PWN,A,11,19,1,True,False,0.0,5.161345076624891,0.0,1.0,0,False
CB_4QVK,cryptobench,drug_contact,Q9HGR1,4QVK,B,12,24,1,True,False,0.0,3.795005979219561,0.0,1.0,0,False
CB_4R7T,cryptobench,drug_contact,Q9KKS5,4R7T,C,4,19,1,True,False,0.0,7.730788510882962,0.0,1.0,0,False
CB_4RF5,cryptobench,drug_contact,Q6WVP7,4RF5,A,4,8,1,True,False,7.751880868537651,13.433990155286214,1.0,2.5,0,False
CB_4RIE,cryptobench,drug_contact,Q9ZGC0,4RIE,B,8,21,1,True,False,0.0,3.8039370394369056,0.0,1.0,0,False
CB_4RVS,cryptobench,drug_contact,O53146,4RVS,A,14,33,1,True,False,0.0,3.787918953726438,0.0,1.0,0,False
CB_4TRM,cryptobench,drug_contact,P9WGR1,4TRM,E,9,17,1,True,False,0.0,5.834559880573688,0.0,1.0,0,False
CB_4TTP,cryptobench,drug_contact,Q5ZVH3,4TTP,A,6,16,1,True,False,0.0,5.479747305092802,0.0,1.0,0,False
CB_4TWI,cryptobench,drug_contact,O28597,4TWI,A,5,25,1,True,False,16.680455269566234,29.548891045181378,4.0,6.0,0,True
CB_4UD4,cryptobench,drug_contact,O13833,4UD4,B,12,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4UUM,cryptobench,drug_contact,O96445,4UUM,A,17,28,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_4WBH,cryptobench,drug_contact,Q6P988,4WBH,A,3,23,1,True,False,0.0,11.826863447254306,0.0,2.0,0,False
CB_4WJX,cryptobench,drug_contact,Q13231,4WJX,A,13,19,1,True,False,0.0,6.38839471228884,0.0,1.0,0,False
CB_4X1O,cryptobench,drug_contact,C7Q5P8,4X1O,A,8,24,1,True,False,0.0,4.370685171469093,0.0,1.0,0,False
CB_4XBX,cryptobench,drug_contact,Q9ZAG3,4XBX,B,2,10,1,True,False,0.0,9.033379273496069,0.0,2.0,0,False
CB_4XG2,cryptobench,drug_contact,P43405,4XG2,A,7,26,1,True,False,0.0,10.483992372217243,0.0,2.0,0,False
CB_4XV1,cryptobench,drug_contact,P15056,4XV1,B,6,28,1,True,False,0.0,9.0858125972375,0.0,2.0,0,False
CB_4YAJ,cryptobench,drug_contact,B1L7P8,4YAJ,A,17,8,1,True,False,0.0,4.417464460235588,0.0,1.0,0,False
CB_4YBO,cryptobench,drug_contact,P21553,4YBO,D,3,23,1,True,False,0.0,5.999953999823654,0.0,1.0,0,False
CB_4YDR,cryptobench,drug_contact,F9VNG5,4YDR,A,16,30,1,True,False,0.0,3.796062696863602,0.0,1.0,0,False
CB_4Z49,cryptobench,drug_contact,P49327,4Z49,A,2,19,1,True,False,0.0,14.251878823509552,0.0,3.0,0,False
CB_4Z7C,cryptobench,drug_contact,Q97UL5,4Z7C,A,11,17,1,True,False,3.7865273008391216,12.87030916489577,1.0,3.0,0,False
CB_4ZCS,cryptobench,drug_contact,Q8IEE9,4ZCS,A,21,19,1,True,False,0.0,9.808648071982192,0.0,2.0,0,False
CB_4ZOE,cryptobench,drug_contact,Q92AS9,4ZOE,B,8,15,1,True,False,29.73496388092644,36.51047971473397,5.0,7.0,0,True
CB_4ZXG,cryptobench,drug_contact,Q8ILQ7,4ZXG,A,7,15,1,True,False,0.0,6.310519233787342,0.0,1.0,0,False
CB_5ACV,cryptobench,drug_contact,Q9K2N0,5ACV,B,12,12,1,True,False,0.0,4.852466709133404,0.0,1.0,0,False
CB_5AE0,cryptobench,drug_contact,P16330,5AE0,A,4,13,1,True,False,0.0,6.902884324686315,0.0,1.0,0,False
CB_5AJO,cryptobench,drug_contact,Q10471,5AJO,A,94,8,1,True,False,4.725751368830146,7.477527569468243,1.0,1.5,0,False
CB_5AR2,cryptobench,drug_contact,O43353,5AR2,B,8,26,1,True,False,0.0,10.550697533382847,0.0,2.0,0,False
CB_5AZQ,cryptobench,drug_contact,P68082,5AZQ,A,18,31,1,True,False,0.0,3.772417394721851,0.0,1.0,0,False
CB_5B0E,cryptobench,drug_contact,I6WU39,5B0E,B,6,13,1,True,False,0.0,7.8671883160376925,0.0,1.0,0,False
CB_5BSI,cryptobench,drug_contact,P14174,5BSI,A,2,4,1,True,False,6.839189791196026,8.709046069058449,1.0,2.0,0,False
CB_5CAA,cryptobench,drug_contact,Q9U1E1,5CAA,A,8,12,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_5CAE,cryptobench,drug_contact,P53590,5CAE,B,8,22,1,True,False,30.148798665950192,43.969607768893326,6.0,9.0,0,True
CB_5CK1,cryptobench,drug_contact,Q89ZX5,5CK1,A,6,7,1,True,False,16.788727289464205,22.479278458171205,4.0,5.0,0,True
CB_5D5T,cryptobench,drug_contact,Q57913,5D5T,A,9,6,1,True,False,0.0,2.6740273465318225,0.0,0.5,0,False
CB_5DCW,cryptobench,drug_contact,K7WDL7,5DCW,A,17,33,1,True,False,0.0,3.801116283409391,0.0,1.0,0,False
CB_5DOV,cryptobench,drug_contact,Q6E7K0,5DOV,B,13,34,1,True,False,0.0,3.8117307702182517,0.0,1.0,0,False
CB_5DZP,cryptobench,drug_contact,I6Y9J2,5DZP,B,9,10,1,True,False,0.0,3.810734985650851,0.0,1.0,0,False
CB_5ED0,cryptobench,drug_contact,O06662,5ED0,C,2,9,1,True,False,0.0,6.02354762577669,0.0,1.0,0,False
CB_5EO7,cryptobench,drug_contact,Q2UNX8,5EO7,A,49,63,1,True,False,0.0,0.0,0.0,0.0,0,False
